כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
27:1127 דקות, 11 שניותאוקיי ם זה קשה כא אנחנו משפחה מרוקאית אמא שלי מכינה אייזה 70 סוגים כאילו עכשיו תחשב שזה על קוסקוס ובשרים וכאילו הדברים
27:2027 דקות, 20 שניותהכי קטנים כן כאילו כל הדברים האלה זה הכי משמין בעולם אז תחשוב שעל זה גם אמא שלי מנפגעות כאילו אם אני לא אוכלת איזה 70
27:2727 דקות, 27 שניותסוגים של עוגות אז וואי לא נגע בכלום כזה אוקיי אז פשוט אני לא רוצה שזה לא יהיה לי כאילו בראש אני רוצה שתתני לי סיטואציה
27:3627 דקות, 36 שניותספציפית שבה הלכת לעוגה בריאות כאילו סיטואציה ספציפית שבה את ממש רצית לאכול עוגה אף פעם לא היה לי קטע של אני לא רוצה
27:4427 דקות, 44 שניותלאכול ואני אוכלת זה לא מקטע כזה פשוט מ אבל היית רוצה לצמצם את הצורך כן אני הף פעם להגיד וואלה עכשיו לא מתאים אני לא
27:5327 דקות, 53 שניותאוכלת פשוט בא לי כאילו להרגיש שכאילו לא אכפת לי כאילו מושלם זה בדיוק מה שאנחנו הולכים לעשות גם
28:0228 דקות, שתי שניותג אני רוצה אבל שתעלי לי זיכרון כלשהו פעם ספציפית אחת שבה את רצית ללכת לאכול עוגה
28:0928 דקות, 9 שניותוהלכת לעשות את זה זה אני אגיד אני אגיד בהגדרה הכוללת את
28:1828 דקות, 18 שניותכל המתוק נגיד עוגה הגלידה וזה לפני יומיים נגיד ווא אתמול לא אכלתי מתוק בכלל כי באמת הייתי כל היום המוס לי ברמות לא
28:2628 דקות, 26 שניותיכולתי לנשום אבל נגיד שלשום הייתי בבית ישבתי ועבדתי והיה בא לי משהו מתוק הלכתי להביא כאילו
28:3528 דקות, 35 שניותגלידה אוקיי עכשיו אנחנו הולכים להיכנס לכמו שהוא אמר לטריגר יך את בדיוק יודעת שהגיע
28:4328 דקות, 43 שניותהזמן ללכת לאכול גלידה אוקיי זה לא הרגל אז כאילו את ישבת לעבוד כן ואז את הלכת
28:5128 דקות, 51 שניותואז את רצית ללכת לקחת לאכול גלידה כן כן אוקיי באיזה נקודה בתוך הזמן שעבדת את
29:0029 דקותהבנת שאת צריכה ללכת לאכול גלידה אה זה לא היה בעבודה זה היה בקטע של בא לי משהו
29:0829 דקות, 8 שניותמתוק מה בא לי בא לי גלידה אז אני כלבי גלידה כאילו אוקיי איך ידעת שהגיע הזמן
29:1629 דקות, 16 שניותלרצות לאכול משהו מתוק כאילו שבא לך לאכול משהו מתוק וואו אני לא
29:2529 דקות, 25 שניותזוכרת בואי נחזור שנייה אחורה אני רוצה שממש תפרטי לי את ה את מה עשית לפני שאת
29:3329 דקות, 33 שניותהגעת לקום לקחת גלידה אוקיי סיימתי כאילו מה זה היה בין
29:4129 דקות, 41 שניותעבודה לקחתי איזה חמש דקות הפסקה ישבתי במיטה ככה על אייפד ואז רציתי משהו מתוק
29:5029 דקות, 50 שניותואז הלכתי למקרר זה היה בזמן ההפסקה או בזמן העבודה בזמן ההפסקה אוקיי אז אז
29:5829 דקות, 58 שניותהתיישבת למיטה כן מה קרה אז ישבתי לעבוד על כמה דברים באייפד ואז רצתי זה היה
30:0530 דקות, 5 שניותכאילו הפסקה מהמחשב כזה ואז ישבתי לעבוד על כמה דברים באייפד וממש היה לימוד עכשיו
30:1130 דקות, 11 שניותאני שונאת לאכול על המיטה אני לאזה אין כאילו לא נכנס כאילו אני אם אני אוכלת על המיטה אחרי זה שנייה אחרי זה כאילו אני
30:1830 דקות, 18 שניותמחליפה מצעים גם אם זה כאילו אין כלום ואז רציתי ממש משהו מתוק הלכתי ישבתי כאילו
30:2530 דקות, 25 שניותכזה אכלתי גלידה בפנ טוקי איך שי לל לאכול מתו כילוי מה ג ל חשבתי על
30:3430 דקות, 34 שניותגלידה על משהו מתוק ואז אמרתי אוקיי אני הולכת לקום להביא גלידה מהמקרר באיזה
30:4230 דקות, 42 שניותבאיזה נקודה חשבת על המשהו המתוק שישבתי במיטה אחרי איזה שתי דקות אחרי שתי דקות כן אוקי וא סליחה זה יהיה קשה כאילו אני
30:5030 דקות, 50 שניותבאמת מנסה להבין אין בעיה את מעולה את מעולה את מעולה תודה רבה גם אתה תודה רבה אז בעצם
30:5930 דקות, 59 שניותהתיישבת התיישבת לחמש דקות הפסקה עבדת תוך כדי בדברים באייפד והיה לך כזה איזה אחרי
31:0531 דקות, 5 שניותאיזה שתי דקות פתאום רצית לקום כאילו זה היה כזה וואי מגניב עכשיו
31:1431 דקות, 14 שניותגלידה אז כלו בא לי משהו טעים כזה אתה מבין אני רוצה רגע שתזכרי ספציפית ברגע
31:2031 דקות, 20 שניותהזה ש שבדיוק עלה לך כזה וואי מגניב אני מגניב עכשיו גלידה
31:2731 דקות, 27 שניות[מוזיקה]
31:3231 דקות, 32 שניותאין לי מושג באמת כאילו שניה אני שניה נכנס ברשותכם ראית תמונה של גלידה בראש זה
31:4031 דקות, 40 שניותכאילו איך ידעת שדווקא גלידה את רוצה א בדרך כלל בן אדם לא אני בדרך כלל בן אדם מאוד ויזואלי ואני רואה לפי מנות שם פשוט
31:4831 דקות, 48 שניותהרגשתי טעם כזה כאילו ממש של טעים יכול להיות אם את נכנסת שנייה למעי שנייה הם
31:5531 דקות, 55 שניותיכול להיות שלרגע אחד היה לך את התמונה הקטנה של הגלידה בראש שגרמה לך לשות את הגלידה ישצ יש מצב אוקיי אם הייתה נגיד שהייתה תמונה כזאת בראש יש לך תמונה
32:0432 דקות, 4 שניותשלה כן כן כן אוקיי של הגלידה משהו משהו יפה כן כן אוקיי הייתי לוקח את זה מכן
32:1332 דקות, 13 שניותאוקיי תמונה של הגלידה מעולה איך התמונה הזאת
32:1932 דקות, 19 שניותנראית אוקיי א קופסה של אוראו עם גלידת
32:2532 דקות, 25 שניותשמנת אה צבע כחול
32:3232 דקות, 32 שניותמבחוץ וואלה טעימה פיצוצים כאילו איך היא נראית כן לבן
32:3932 דקות, 39 שניותעוגיות אוקיי מעולה אז מה שאנחנו הולכים לעשות עכשיו זה שאני רוצה ש תדמייני אוקיי
32:4732 דקות, 47 שניותרגע מה את הולכת להיות מהזה מה זה מונע ממך בעצם כאילו הרצון הזה של מתוק ההרגל הזה
32:5532 דקות, 55 שניותשכל הזמן הלכת למתוק אוקיי אני חושבת שזה בא מזה שאני רוצה להפחיד
33:0333 דקות, 3 שניותסוכרים א' כי זה מאוד מאוד לא בריא לי באמת גם כ אני ממש פוחדת מזה כאילו
33:0833 דקות, 8 שניותמסוכרים וכזה לא יודעת מה מחלות וזה זה זה
33:1433 דקות, 14 שניותלא טוב וא אני מתאמנת המון אני רצה אני מתאמנת כוח דברים כאלה ועכשיו כאילו וואלה
33:2333 דקות, 23 שניותדפקתי אימון לפנתאון עכשיו כאילו אני אוכלת את הגלידה הזאת שהיא מושלמת ככל שתהייה זה כאילו הורס ל אל כאילו וואלה
33:3233 דקות, 32 שניותמוריד חבל כאילו אבל אני לא רוצה להוריד בנות החיים מבחינתי כאילו אוכל זה זה
33:3833 דקות, 38 שניותטירוף אז איזה אז איזה מה את הולכת להיות במצב שבו אין את ה אין לך את הרצון הזה
33:4633 דקות, 46 שניותלמתוק כל הזמן בריה ברמות כאילו לא לא מ אני לא רוצה עכשיו זהו נזיר טיבטי ולא אוכל מתוקים לא אני חושבת שזה מבחינתי
33:5533 דקות, 55 שניותעושה לי פאן ברמות א אבל זה גם יהיה לי יותר ברי א' זה ישפיע לי על המשקל עכשיו
34:0134 דקות, 1 שניהאני הכי כאילו מאוהבת בגוף שלי ברמות אבל תמיד תמיד תמיד יש איפה לשפר ואם אני יכולה לשפר בגוף שלי מבחינת משקל מבחינת
34:0934 דקות, 9 שניותבריאות מבחינת כושר אני גם אסמטית אז כאילו אם אני עכשיו רצה 20 דקות או חצי שעה אני יכול גם לרוץ אני מאמינה שזה
34:1734 דקות, 17 שניותמשפיע עליי כמו אישון כאילו לא כי אני מכורה לזה אלא כי זה באמת לא טוב לגוף שלי חשוב לך חשוב לך הריצה חשוב לך כאילו
34:2634 דקות, 26 שניותהיכולת שלך לרוץ יותר לא חשוב לי הבריאות אני חושבת 70% ו-30 א על הגוף שלי
34:3534 דקות, 35 שניותאיך תיראי את כהודעה ברגע שלא יהיה לך את ההרגל
34:4134 דקות, 41 שניותהזה יש לך תמונה בראש את יכו א פשוט יותר בריאה לא יודעת אם פיזית כי אני מאוד חזקה
34:4934 דקות, 49 שניותאבל פשוט יותר בריאה פיזית כאילו יש לך תמונה בראש ספציפית ש אני יכולה לחשוב על תמונה כן את יכולה לטאר לי
34:5834 דקות, 58 שניותא וואי זה פנימי כאילו זה כזה אני המון פעמים חושבת על מה שאני
35:0535 דקות, 5 שניותמכניסה לגוף א כ אמרו את זה פעם באיזה שיעור של הגוף שלי הוא מקדש עכשיו אני לא
35:1435 דקות, 14 שניותלא הייתי מכניסה נגיד למקדש את הקוסקוס של אמא כאילו וואלה מלכלך
35:2035 דקות, 20 שניותאבל במחשבה כאילו אני משתדלת לאכול דברים באמת יותר בריאים כאילו אם יהיה לי את האפשרות עכשיו אני אני מה זה לא בן אדם
35:3035 דקות, 30 שניותברי כאילו אם יהיה לי אפשרות לאכול עכשיו המבורגר או משהו ברי אני אעדיף את ההמבורגר אבל אני מעדיפה משהו בריא כי אני
